x,y,z,r00,r11,r01_real,r01_imag
0.625,0.22,0.236,0.22908512239246673,0.7709148776075333,0.10755827699025007,0.29491884651685657
0.7,0.355,0.1,0.09633083307395683,0.9036691669260432,0.1956414379885753,0.16090335352177199
0.609,0.902,0.473,0.46190982231954,0.5380901776804599,0.06801110979293737,-0.3987497666120736
0.366,0.37,0.034,0.03984978695505326,0.9601502130449467,-0.13329310149657098,0.12042031051266239
0.204,0.823,0.466,0.44576120365525146,0.5542387963447486,-0.3122733572158527,-0.30295404034241574
0.06,0.571,0.289,0.3151815472974269,0.6848184527025731,-0.45616503943922526,-0.054850174514143125
0.446,0.567,0.031,0.030159743828298294,0.9698402561717016,-0.049018945582978486,-0.07272707624805988
0.872,0.581,0.215,0.23097428966053085,0.7690257103394691,0.3593809173301011,-0.09613891243334728
0.438,0.307,0.073,0.0705326296835708,0.9294673703164292,-0.03681931811568397,0.1869223789480803
0.684,0.686,0.873,0.87084575077844,0.12915424922156,0.196139259427219,-0.1788378035068837
0.537,0.889,0.646,0.6456857673147572,0.35431423268524276,0.022996428111522593,-0.3897783819521525
0.448,0.88,0.165,0.18112758024804773,0.8188724197519522,-0.05763213666763889,-0.377580649209745
0.308,0.345,0.062,0.07214375464261125,0.9278562453573889,-0.1743395437866681,0.14216493153144164
0.295,0.242,0.266,0.2443395621262802,0.7556604378737198,-0.1983370307408146,0.2753567037278323
0.221,0.265,0.534,0.5324214479448164,0.4675785520551837,-0.2943556588176686,0.2450146592504799
0.807,0.723,0.774,0.7846339158369897,0.21536608416301026,0.29957276276300804,-0.21967772652926354
0.453,0.531,0.612,0.5947659572839111,0.40523404271608887,-0.05639291773886018,-0.047293655768661576
0.622,0.619,0.612,0.6163087328206752,0.3836912671793248,0.10532591186401609,-0.10885093277895799
0.261,0.219,0.199,0.20501083365029732,0.7949891663497025,-0.21471479026036483,0.2753991651836715
0.633,0.469,0.028,0.03302442172870225,0.9669755782712977,0.14616352058702986,0.008544357145936621
0.294,0.3,0.209,0.2247062332584235,0.7752937667415766,-0.19732677400106655,0.1966844113426535
0.65,0.914,0.49,0.4938446671265235,0.5061553328734766,0.14406406917802292,-0.4239473548807147
0.417,0.469,0.06,0.07769356393697666,0.9223064360630233,-0.10560548806251027,0.017724240487465664
0.083,0.353,0.485,0.50512044313358,0.49487955686641993,-0.40869348388632326,0.13785976030951666
0.675,0.742,0.332,0.34948533089616873,0.6505146691038313,0.16852504310388147,-0.24674555549288757
0.505,0.543,0.008,0.007324576612397826,0.9926754233876022,0.03248645737788443,-0.029051903479747402
0.677,0.582,0.799,0.7863351772163041,0.21366482278369592,0.16646954996951,-0.07862122839620285
0.698,0.723,0.201,0.19820970326301815,0.8017902967369819,0.20233508200617054,-0.23219343127754807
0.391,0.648,0.826,0.8321290303615329,0.1678709696384672,-0.12350842173598943,-0.1694174901152018
0.479,0.592,0.525,0.5214863870649189,0.4785136129350812,0.002832855912095121,-0.09377377431908547
0.761,0.251,0.773,0.7743773804159932,0.22562261958400678,0.2452904420081872,0.23382334034843286
0.549,0.592,0.038,0.037330971347634884,0.9626690286523651,0.05114168469031636,-0.07247147772850758
0.299,0.762,0.159,0.15985425368438652,0.8401457463156135,-0.20519349104412649,-0.2332142060093187
0.417,0.405,0.151,0.1180328329340547,0.8819671670659452,-0.10428698673437103,0.07866739966806044
0.413,0.536,0.056,0.06017183723879241,0.9398281627612076,-0.0889600709844877,-0.043511528293213225
0.652,0.306,0.298,0.2947505350997146,0.7052494649002854,0.148428510958035,0.2087998453921989
0.722,0.274,0.507,0.5051908860196107,0.49480911398038935,0.21210963577291647,0.21576223303092218
0.931,0.33,0.318,0.32337516101531977,0.6766248389846802,0.42675449257389075,0.16146653442646067
0.27,0.403,0.919,0.9143678338643233,0.0856321661356767,-0.24429146554682327,0.0941621983305821
0.83,0.606,0.331,0.30952196420173145,0.6904780357982686,0.32726602582430486,-0.09452097360018509
0.668,0.907,0.707,0.6728258503407306,0.3271741496592694,0.15760646948599638,-0.4030000863550733
0.36,0.374,0.657,0.635877289337257,0.364122710662743,-0.12787223025368588,0.11891262257045208
0.556,0.682,0.96,0.9568743596809723,0.0431256403190277,0.05147511548470027,-0.16902695694494976
0.579,0.773,0.226,0.21980577649044056,0.7801942235095596,0.06853661680256314,-0.2710168461155338
0.428,0.842,0.604,0.6050383950379756,0.39496160496202437,-0.07100145910858627,-0.3320877632379745
0.82,0.632,0.387,0.38328105001066587,0.6167189499893341,0.3226880194827312,-0.14961437870949731
0.501,0.348,0.032,0.03454984693191356,0.9654501530680865,0.02203843479421283,0.12395280529006214
0.348,0.451,0.263,0.2632498902038848,0.7367501097961152,-0.15832089661575946,0.044533243220247286
0.483,0.478,0.244,0.2379952133636844,0.7620047866363155,-0.014290809923269426,0.030159262356217666
0.958,0.365,0.343,0.37029759524943734,0.6297024047505628,0.45299326102326465,0.12629395888592335
0.641,0.17,0.151,0.1765096072896857,0.8234903927103143,0.15179545466243108,0.33506855612881475
0.5,0.601,0.069,0.06346016939609177,0.9365398306039083,-0.009613418010194682,-0.10929494549043703
0.81,0.711,0.24,0.24111065960227168,0.7588893403977284,0.3045346595031915,-0.24192061147610835
0.792,0.351,0.717,0.7214297918960743,0.27857020810392574,0.2768784695285599,0.14012431060829988
0.45,0.154,0.635,0.6535626986351748,0.3464373013648252,-0.027887491662102328,0.3269070216203825
0.583,0.338,0.65,0.6637402767021278,0.33625972329787224,0.07655010218658855,0.1716349953418405
0.563,0.389,0.631,0.6103038803405858,0.3896961196594142,0.0749985619470526,0.1382483383778097
0.877,0.482,0.24,0.23902769722628553,0.7609723027737144,0.3711048209296717,-0.005249526170675251
0.372,0.636,0.256,0.26341511297203923,0.7365848870279608,-0.12830828121080876,-0.13972245332557515
0.521,0.64,0.076,0.06030192816964823,0.9396980718303517,0.030181580721273808,-0.14350326209086048
0.713,0.716,0.721,0.7276544220863177,0.2723455779136823,0.21422460327927353,-0.22761071887695533
0.411,0.491,0.798,0.7914760832908381,0.20852391670916187,-0.08026532441282945,-0.0013252835663010011
0.246,0.849,0.447,0.47549061521125163,0.5245093847887483,-0.2643210422728492,-0.3367480529368238
0.537,0.458,0.016,0.013221293749797516,0.9867787062502025,0.02763149382477867,0.05179007135005865
0.577,0.871,0.746,0.7433111869864679,0.2566888130135321,0.09499520372844278,-0.36028995889215565
0.476,0.645,0.248,0.23050849010860158,0.7694915098913984,-0.02569753138685941,-0.14168423649178127
0.698,0.848,0.381,0.38371094414927365,0.6162890558507265,0.20851004217556643,-0.35466536872980375
0.937,0.53,0.389,0.3785711376353057,0.6214288623646943,0.4374720066272401,-0.03763774675552533
0.488,0.321,0.043,0.04291670220729603,0.957083297792704,-0.008639667514622855,0.15441340406886006
0.774,0.658,0.469,0.4482006191270827,0.5517993808729172,0.27199984271466704,-0.12925682885647538
0.286,0.849,0.542,0.5365099155736981,0.46349008442630196,-0.23128676155421468,-0.36528522079859455
0.528,0.524,0.871,0.8718729633360343,0.12812703666396572,0.023733964980329803,-0.0009047361075174482
0.345,0.025,0.41,0.455344387661381,0.5446556123386189,-0.16208387904902036,0.4668087138047559
0.753,0.548,0.462,0.4549159456852481,0.5450840543147519,0.25708577663448834,-0.045071101979363024
0.409,0.641,0.245,0.24636423878472255,0.7536357612152775,-0.10333685133181073,-0.16478302143245555
0.647,0.466,0.534,0.5282200845002624,0.4717799154997377,0.12736059099885044,0.016100092194119803
0.901,0.278,0.57,0.5699765419563925,0.4300234580436074,0.412716608432607,0.2395924309746498
0.435,0.43,0.296,0.3103174848597094,0.6896825151402906,-0.05618665050271,0.06844742723700098
0.505,0.337,0.264,0.27239865197320745,0.7276013480267925,-0.014964816991093838,0.15318779260994553
0.645,0.281,0.549,0.5531370524050411,0.4468629475949587,0.1340080506848833,0.26152784680571695
0.292,0.634,0.455,0.453227266860812,0.5467727331391881,-0.20991642419281903,-0.11418855528045457
0.74,0.778,0.758,0.7408171020878019,0.25918289791219806,0.23433930725796664,-0.2712846826865504
0.617,0.638,0.234,0.24558068519798787,0.7544193148020121,0.10962917735311464,-0.14399818032082284
0.689,0.319,0.159,0.1538850211172858,0.8461149788827141,0.17464274045339528,0.17795883049077718
0.531,0.162,0.568,0.5790377621269148,0.4209622378730851,0.014548793846579772,0.32379486501610516
0.571,0.566,0.884,0.8939081040908021,0.106091895909198,0.08264557411727062,-0.0458467595967674
0.762,0.616,0.501,0.5294434421304127,0.4705565578695872,0.2585378220271104,-0.12893053718371997
0.581,0.668,0.697,0.7123873804075616,0.28761261959243845,0.07173309232824668,-0.14415884411599897
0.403,0.2,0.156,0.1453436737229887,0.8546563262770113,-0.11144866317716066,0.27154784257885484
0.781,0.72,0.491,0.5178657457728812,0.4821342542271188,0.2771575284088284,-0.22260706196570754
0.75,0.558,0.083,0.076235960800716,0.923764039199284,0.23681617761988338,-0.05659745184413975
0.621,0.394,0.038,0.035303725165929174,0.9646962748340708,0.1354805257673699,0.06899844377650592
0.564,0.841,0.244,0.23267199530028917,0.7673280046997107,0.08325789660444333,-0.3327182591096426
0.362,0.452,0.131,0.1468557241790241,0.853144275820976,-0.14160348136723214,0.060808584043677505
0.121,0.236,0.599,0.5973315712962305,0.40266842870376945,-0.38598831385707943,0.2630891257901306
0.508,0.036,0.369,0.3660224673951082,0.6339775326048916,0.023385875365741184,0.4631868264342589
0.864,0.223,0.356,0.33998836409473354,0.6600116359052665,0.3557539711670373,0.29218628414802117
0.423,0.43,0.018,0.0176946790780506,0.9823053209219494,-0.061338741316761994,0.09144619029635728
0.272,0.674,0.341,0.36141226933768406,0.6385877306623159,-0.22193448334737628,-0.17986286141643193
0.58,0.629,0.443,0.4273834775285773,0.5726165224714227,0.08750349196771366,-0.13135338152704884
0.809,0.124,0.611,0.6138467541983714,0.3861532458016286,0.31811624929116006,0.3658465010255944
0.842,0.265,0.508,0.5309546538381437,0.4690453461618564,0.3070713249903371,0.23787005871722894
0.626,0.617,0.897,0.9059461560088133,0.09405384399118662,0.13619043256110056,-0.09985904758155127
0.623,0.806,0.106,0.1316997275940888,0.8683002724059113,0.12042748610070768,-0.29194016944827605
0.125,0.498,0.274,0.2641000734879001,0.7358999265120999,-0.396868904684311,0.02666265455705112
0.479,0.465,0.021,0.019135548417481326,0.9808644515825188,0.002194122584598913,0.052266830862219386
0.73,0.249,0.258,0.26464499921926415,0.7353550007807358,0.22940532687391818,0.24815518601748743
0.685,0.673,0.159,0.18539184740571935,0.8146081525942807,0.191028263113631,-0.1872382081410534
0.572,0.443,0.596,0.590992765505062,0.40900723449493803,0.10931501959756593,0.05434068238234584
0.186,0.5,0.421,0.44863869853893645,0.5513613014610635,-0.3121102493438587,0.021998122365838556
0.627,0.488,0.513,0.512139986749796,0.487860013250204,0.11378171918861321,0.026974732597991196
0.874,0.327,0.489,0.47565086354474234,0.5243491364552578,0.37126606047807187,0.1758687154580655
0.623,0.251,0.128,0.1286219383281409,0.8713780616718592,0.11400306343726727,0.22884783289904007
0.553,0.246,0.112,0.09522099172150973,0.9047790082784903,0.05688193273907089,0.2608463625837596
0.545,0.698,0.463,0.46412883809936833,0.5358711619006319,0.03573613260563137,-0.17123102521250308
0.739,0.395,0.569,0.5801089428014266,0.41989105719857356,0.2540493618420566,0.12011170144787427
0.406,0.908,0.499,0.49337894254494935,0.5066210574550507,-0.0985743804659657,-0.41094214643593785
0.674,0.299,0.613,0.6224337182191212,0.377566281780879,0.19078024562355422,0.20923067223789982
0.498,0.483,0.007,0.0089994988241042,0.9910005011758958,0.008361927642794255,0.04859574707441117
0.27,0.795,0.185,0.19362882878721868,0.8063711712127813,-0.23183914743872533,-0.2971767268379917
0.472,0.647,0.215,0.22176595647502534,0.7782340435249746,-0.025358636203133698,-0.14711628702669968
0.685,0.734,0.175,0.18042550619936298,0.8195744938006371,0.19210682975309465,-0.25564481857195226
0.579,0.41,0.022,0.025203523694205438,0.9747964763057946,0.06021576321855576,0.10492700834506366
0.615,0.369,0.885,0.8610361329938087,0.1389638670061914,0.1213572486259621,0.159005707812951
0.491,0.625,0.134,0.16273022415203509,0.8372697758479649,-0.019342135995001508,-0.11872479656687068
0.49,0.398,0.698,0.6861665387170957,0.31383346128290435,0.018022678794900243,0.10353844675684658
0.665,0.479,0.081,0.07987931339863905,0.9201206866013609,0.1589863328510655,0.01005991153473959
0.572,0.071,0.315,0.33213361539943326,0.6678663846005666,0.0657821538062671,0.43476655801320957
0.242,0.782,0.549,0.5257943414431079,0.47420565855689223,-0.25862286985901795,-0.2931824893512253
0.398,0.602,0.267,0.26868855510411976,0.7313114448958802,-0.12126394648796864,-0.10615755399565992
0.534,0.139,0.236,0.23041162805539672,0.7695883719446033,0.04480897003851548,0.35862197222125436
0.352,0.655,0.392,0.40532329806523565,0.5946767019347643,-0.1141262548601693,-0.1516221457359904
0.574,0.199,0.24,0.24051485583757323,0.7594851441624267,0.06332775232492387,0.3153070208772136
0.273,0.519,0.071,0.0662095334745847,0.9337904665254153,-0.2253128182626933,-0.01485165738466767
0.31,0.247,0.455,0.4362120744769788,0.5637879255230211,-0.17820158546686632,0.2299186808690178
0.921,0.358,0.757,0.7374017838827752,0.26259821611722484,0.41660260992555637,0.11777997948161628
0.266,0.541,0.283,0.2670983788958119,0.7329016211041881,-0.23385165527024843,-0.01617142594222736
0.459,0.364,0.623,0.6167818835603129,0.383218116439687,-0.006584749860112148,0.1467665431912471
0.629,0.476,0.692,0.6877083881933621,0.3122916118066378,0.13474921980364435,0.018766750011702384
0.641,0.327,0.603,0.6083374713785576,0.39166252862144246,0.12805162879694268,0.16799104165224665
0.355,0.317,0.154,0.1583027998476963,0.8416972001523039,-0.16103535456161525,0.19377278170454126
0.665,0.21,0.103,0.11678274375129839,0.8832172562487016,0.1554170245392223,0.2759016715926905
0.732,0.819,0.708,0.7177029343583001,0.2822970656416998,0.22244182814717572,-0.3106551693816103
0.587,0.339,0.811,0.8321199714206214,0.1678800285793785,0.11579447374407412,0.14003155059558345
0.327,0.579,0.493,0.489015286895564,0.510984713104436,-0.16468440697686512,-0.0964911898481674
0.755,0.208,0.506,0.5248596915604029,0.47514030843959704,0.252450820179215,0.2860997542307866
0.456,0.272,0.176,0.18736264237669026,0.8126373576233098,-0.042199861448570665,0.21953112924785628
0.737,0.836,0.464,0.426396741136499,0.5736032588635012,0.22024788158649466,-0.3193128366903203
0.429,0.565,0.047,0.056105150423748855,0.9438948495762511,-0.06840393773817115,-0.06941874628716939
0.523,0.451,0.024,0.017815458993959307,0.9821845410060407,-0.004515553924765091,0.05994356214628696
0.45,0.396,0.583,0.5991506243337008,0.40084937566629913,-0.028162251111184495,0.09285094902812481
0.371,0.06,0.418,0.42273244298714924,0.5772675570128508,-0.14106139466845982,0.4461305660260368
0.349,0.089,0.308,0.30281543252667975,0.6971845674733202,-0.1416959454460529,0.39275906080002954
0.547,0.202,0.249,0.2526601264873102,0.7473398735126897,0.049526139631547776,0.2710244792256306
0.35,0.689,0.134,0.14281672916495888,0.8571832708350411,-0.15101623837782888,-0.18372246316217677
0.23,0.722,0.65,0.6292815797225731,0.37071842027742685,-0.2374775831676869,-0.24227117803006182
0.647,0.602,0.119,0.11875955116985093,0.8812404488301491,0.15369752632272216,-0.09430487111896345
0.393,0.874,0.733,0.7336865471011976,0.2663134528988023,-0.08710135004343025,-0.3733951858403279
0.481,0.045,0.533,0.5095929097229108,0.49040709027708923,-0.02765727049313811,0.45817611642382744
0.566,0.047,0.673,0.6662410770270034,0.33375892297299664,0.06272421927360666,0.4539434343806358
0.389,0.91,0.681,0.6691944479490661,0.330805552050934,-0.11308057142088404,-0.40672144822078504
0.462,0.565,0.065,0.06830619885870837,0.9316938011412917,-0.0436554768307414,-0.08886378909841146
0.845,0.389,0.176,0.19420296796029773,0.8057970320397022,0.3365587480059545,0.09529787135872331
0.513,0.526,0.208,0.21745399636855747,0.7825460036314424,0.025705338602716944,0.007408973057647496
0.507,0.423,0.011,0.011068441333104624,0.9889315586668954,0.025040816098063835,0.09362063434841317
0.21,0.815,0.411,0.41708530635101765,0.5829146936489823,-0.2901858800994088,-0.3182564988771418
0.371,0.629,0.049,0.04714599328388497,0.9528540067161151,-0.13032254470327476,-0.15602990252979357
0.628,0.17,0.235,0.23325398113581333,0.7667460188641868,0.11732769426139644,0.32382398233735094
0.168,0.646,0.243,0.22458443714527887,0.7754155628547212,-0.33783174251572795,-0.12718893820285573
0.41,0.599,0.16,0.16314291366433883,0.8368570863356614,-0.09016649195708593,-0.09491904151200593
0.492,0.433,0.887,0.8893829731268401,0.11061702687315977,-0.03705413287621166,0.10016889342385936
0.226,0.422,0.817,0.8259523170718869,0.1740476829281132,-0.2604374585939217,0.06955738375836724
0.176,0.145,0.548,0.5616906861613726,0.43830931383862737,-0.3118750039550052,0.334729720225886
0.419,0.429,0.211,0.2162837682542945,0.7837162317457055,-0.0802128866041317,0.08273768226692987
0.448,0.646,0.035,0.03289935113961378,0.9671006488603862,-0.03696855113991554,-0.14656013793040235
0.305,0.239,0.289,0.26752799785406706,0.732472002145933,-0.19148447960919196,0.2521507320815971
0.552,0.523,0.051,0.04709809703860314,0.952901902961397,0.00849400274303534,-0.014506851786742827
0.341,0.429,0.052,0.04978829146859735,0.9502117085314026,-0.15211878221764816,0.06555809228866848
0.79,0.49,0.337,0.311178621266628,0.688821378733372,0.2663712639519279,-0.0108666584041116
0.702,0.282,0.482,0.4573448906526808,0.5426551093473193,0.20276196098704716,0.2196883365246081
0.857,0.417,0.215,0.2260072376178137,0.7739927623821862,0.3581743988919363,0.09044124211016215
0.362,0.745,0.252,0.24509852924124062,0.7549014707587595,-0.1360344912835712,-0.25574476379293326
0.661,0.507,0.595,0.5667661741038518,0.43323382589614806,0.15823673889224163,0.018984609104699072
0.614,0.433,0.908,0.9053017210630783,0.09469827893692175,0.1304261304400954,0.07922621222509889
0.603,0.522,0.201,0.20207015374441856,0.7979298462555814,0.09431248893396207,-0.016159230917837348
0.104,0.742,0.663,0.6844197822813685,0.31558021771863154,-0.39728630639696133,-0.23028550500867867
0.513,0.628,0.706,0.704392287339125,0.29560771266087515,0.005431101864537217,-0.12752064010858272
0.119,0.33,0.57,0.5558001397892192,0.44419986021078073,-0.3995355139457828,0.15903144511272338
0.792,0.751,0.419,0.4157834944687232,0.5842165055312767,0.27750722983412696,-0.24539907758262636
0.57,0.671,0.295,0.3033631259094557,0.6966368740905443,0.10474940270942282,-0.17871164771096887
0.181,0.473,0.123,0.13809659527329107,0.861903404726709,-0.334972090600217,0.0037874600379693055
0.285,0.407,0.086,0.07809743452390265,0.9219025654760973,-0.2173878706325651,0.09301600181648037
0.421,0.036,0.507,0.4817119448797472,0.5182880551202529,-0.09448745830337892,0.4636657018461219
0.27,0.757,0.615,0.5992883514077255,0.4007116485922744,-0.2588623275631809,-0.2626589904524756
0.763,0.852,0.387,0.37634141824645834,0.6236585817535417,0.2486162560399,-0.3528723757988773
0.251,0.543,0.736,0.7058346536090415,0.2941653463909586,-0.27205702340428567,-0.027483670918147046
0.438,0.064,0.613,0.6090915426618798,0.3909084573381203,-0.06173304472774122,0.43726085024320327
0.228,0.285,0.533,0.5499930264611921,0.450006973538808,-0.2506838734145218,0.22924443705081252
0.417,0.571,0.07,0.07361887018653872,0.9263811298134613,-0.07019713063916067,-0.06423628408934089
0.101,0.544,0.407,0.39986486622910067,0.6001351337708993,-0.39321917829434383,-0.06171213469424648
0.558,0.475,0.044,0.033411313157321945,0.966588686842678,0.05570808042477225,0.02453251826366678
0.379,0.623,0.623,0.6038536933555851,0.3961463066444148,-0.12293650620342501,-0.116407023190407
0.762,0.314,0.149,0.14384573031596934,0.8561542696840307,0.27673400976636775,0.19401507403507642
0.241,0.521,0.111,0.1296656716780701,0.8703343283219298,-0.27429001472008274,-0.017717816234525875
0.606,0.784,0.392,0.3976835214452894,0.6023164785547105,0.12371399303760575,-0.2523677382029672
0.685,0.687,0.347,0.3454474731066306,0.6545525268933694,0.1968357108019309,-0.18623173533603893
0.225,0.23,0.363,0.3642778186736003,0.6357221813263998,-0.2755288793814707,0.2825835238675068
0.525,0.667,0.022,0.03338396541260698,0.9666160345873931,0.008840516774603971,-0.17826674069058066
0.086,0.262,0.425,0.42552175565110223,0.5744782443488978,-0.41627020258004904,0.2196962873955058
0.59,0.487,0.008,0.006209206671627119,0.993790793328373,0.047530491844962025,0.02348691491734271
0.657,0.633,0.063,0.05767337132402364,0.9423266286759764,0.15986914657315893,-0.125638108162204
0.729,0.369,0.257,0.2672738604347131,0.732726139565287,0.23342376612912139,0.11989055076099947
0.504,0.264,0.164,0.15945713706062897,0.840542862939371,0.0188811154502857,0.24787236589064562
0.696,0.495,0.153,0.14690307678803144,0.8530969232119686,0.17833820452894605,-0.018040869979822852
0.566,0.471,0.169,0.17715518561679677,0.8228448143832031,0.08467303310324045,0.038059457011588284
0.123,0.308,0.663,0.6644084708701952,0.33559152912980483,-0.3742353388951017,0.18643251444272374
0.5,0.667,0.058,0.06072667147429381,0.9392733285257061,0.004938770408766136,-0.17128151908251776
0.713,0.821,0.307,0.30300575984561795,0.6969942401543822,0.2046529249118785,-0.315765443075984
0.539,0.988,0.378,0.38716092429418186,0.6128390757058182,0.03624131993676888,-0.4809625171529924
0.499,0.689,0.154,0.13788103255703382,0.8621189674429662,-0.0017410228706495677,-0.1789203765492151
0.557,0.373,0.042,0.048467262325032116,0.9515327376749679,0.07238778566872422,0.1294505281570994
0.443,0.397,0.191,0.19763338897946547,0.8023666110205346,-0.07268615888535475,0.08989097797114917
0.787,0.272,0.458,0.4401147331394323,0.5598852668605678,0.2927061571353339,0.20102032844793813
0.365,0.091,0.71,0.7084121284172883,0.29158787158271177,-0.10784283244137022,0.4139071250005936
0.613,0.198,0.349,0.3394106048709465,0.6605893951290537,0.12950222125693361,0.3128670980614586
0.207,0.343,0.367,0.3787612711023181,0.621238728897682,-0.3013229592242026,0.174223182433676
0.14,0.744,0.75,0.7412996638264675,0.2587003361735324,-0.34817166079098016,-0.2225897246992844
0.139,0.283,0.613,0.6069464897826516,0.39305351021734847,-0.38540629808918,0.2250283426229392
0.503,0.567,0.004,0.002811201278258566,0.9971887987217414,0.008352787763883289,-0.05219705386997008
0.364,0.75,0.821,0.8199734953331251,0.18002650466687495,-0.11885093891441574,-0.2591623438641216
0.502,0.937,0.287,0.2698454868338026,0.7301545131661973,0.0118027621136506,-0.4227134498014231
0.528,0.83,0.188,0.20996757045187706,0.7900324295481229,0.034646808768068464,-0.33061370195860196
0.143,0.479,0.174,0.16310653575075174,0.8368934642492484,-0.36634737611196916,0.01194252925827267
0.056,0.542,0.329,0.3471341221268515,0.6528658778731485,-0.4295543722483779,-0.02715692155046741
0.754,0.441,0.239,0.22008619383178776,0.7799138061682123,0.28304037701453494,0.028555336477564624
0.336,0.618,0.09,0.09277910287862207,0.9072208971213781,-0.15880751599937454,-0.14032604441243096
0.227,0.403,0.115,0.10223442033121392,0.8977655796687861,-0.26754833511161014,0.08823605777396851
0.12,0.351,0.3,0.3082381469800995,0.6917618530199003,-0.3716648221134976,0.1340179780042306
0.419,0.593,0.435,0.44073546219774234,0.5592645378022577,-0.07239675870350529,-0.08061877352283418
0.627,0.861,0.693,0.6936982471994634,0.3063017528005366,0.13454214703908773,-0.35678447862595464
0.425,0.286,0.218,0.21478281159099996,0.7852171884090001,-0.07310338055652013,0.23758173681650213
0.366,0.189,0.193,0.18926431725044582,0.8107356827495542,-0.12046158105723602,0.29692573985939164
0.201,0.666,0.13,0.142613317731754,0.857386682268246,-0.2808873680735658,-0.1707822284955436
0.63,0.683,0.357,0.37297018403000026,0.6270298159699997,0.12074032020264289,-0.1862364372739562
0.455,0.374,0.695,0.6884250978053296,0.3115749021946704,-0.037241871181151576,0.1153705535122306
0.183,0.186,0.648,0.6618315656389767,0.33816843436102323,-0.3096184773062834,0.3171892259153271
0.616,0.217,0.305,0.274343668079244,0.7256563319207561,0.10070427599043028,0.29163797957111953
0.755,0.358,0.165,0.17138742856623315,0.8286125714337669,0.25512591685988206,0.13412754746286368
0.492,0.751,0.109,0.1036963258028717,0.8963036741971284,-0.030454456205163946,-0.22303344125711427
0.426,0.554,0.331,0.3247069884930113,0.6752930115069886,-0.0725031759042098,-0.0490063242519433
0.838,0.229,0.433,0.42770236515391863,0.5722976348460813,0.3237456605565731,0.27389471439949903
0.538,0.509,0.537,0.5153707706419972,0.48462922935800273,0.05034618695630577,-0.000739453973121528
0.688,0.402,0.051,0.05425210379207904,0.945747896207921,0.1744401102307208,0.08573988042018754
0.469,0.183,0.324,0.31097354629776014,0.68902645370224,-0.021574885026969453,0.33231947646724136
0.561,0.556,0.1,0.10729056313520609,0.892709436864794,0.049547880530264495,-0.07912804408672616
0.665,0.538,0.031,0.033787516513635985,0.9662124834863641,0.16611844331175515,-0.03287592283017059
0.604,0.627,0.204,0.17761778349903706,0.822382216500963,0.07767609505445683,-0.10890641616256463
0.384,0.539,0.719,0.729893339363464,0.270106660636536,-0.11390588023527534,-0.05240576140201346
0.714,0.752,0.616,0.6254271955460239,0.37457280445397606,0.20634958294302067,-0.2611239278601314
0.258,0.55,0.596,0.586736641079892,0.41326335892010807,-0.24176119110995095,-0.033933989082900635
0.372,0.271,0.095,0.09485474115773106,0.9051452588422689,-0.1186700622231955,0.2500753541481821
0.622,0.85,0.139,0.15492463739873846,0.8450753626012615,0.10966141749625295,-0.326286198636482
0.363,0.515,0.026,0.033442017797265806,0.9665579822027343,-0.1533881809125859,-0.028976877677594406
0.367,0.351,0.056,0.052586454111256835,0.9474135458887432,-0.12375173714603699,0.15414878905305673
0.369,0.643,0.282,0.277987587027547,0.722012412972453,-0.1420806573557873,-0.14011323547620436
0.517,0.858,0.31,0.31622035267882564,0.6837796473211742,0.023083457785343306,-0.3517631915624597
0.845,0.845,0.412,0.40775247122234415,0.5922475287776559,0.33783420170813444,-0.3428056522785781
0.191,0.471,0.322,0.3048002936181477,0.6951997063818524,-0.3184389354410165,0.039506837880659236
0.365,0.136,0.226,0.20909762208884392,0.7909023779111561,-0.136923747033693,0.370671267633237
0.385,0.543,0.054,0.054087376634453566,0.9459126233655464,-0.10871466080239593,-0.06087031293831638
0.513,0.486,0.29,0.29324364283496623,0.7067563571650338,-0.007959195222582493,0.02448707958534192
0.532,0.899,0.265,0.2610185704645161,0.738981429535484,0.03372863723463228,-0.3838688007572045
0.554,0.603,0.381,0.3896315922177128,0.6103684077822872,0.0481192319402832,-0.07591523103362247
0.585,0.898,0.308,0.32744304480101516,0.6725569551989848,0.10385087599809865,-0.37625574327341793
0.539,0.524,0.01,0.003966920388989728,0.9960330796110102,0.05146521646576545,-0.01970555722660957
0.537,0.211,0.33,0.3238083824057533,0.6761916175942466,0.035863158961470215,0.30708513526506037
0.593,0.527,0.478,0.46753723238350214,0.5324627676164979,0.09680770923939584,-0.02673798087516908
0.939,0.482,0.575,0.5581566441782136,0.4418433558217864,0.4350803867808888,0.024631138305858447
0.107,0.686,0.349,0.348217088444592,0.6517829115554081,-0.3820561484602191,-0.20069855494620548
0.564,0.424,0.076,0.07102732900291023,0.9289726709970898,0.06916152564648582,0.049308001673759365
0.53,0.769,0.251,0.2528420092719905,0.7471579907280095,0.02675445569603819,-0.2756338847993083
0.631,0.705,0.898,0.8960690641475275,0.10393093585247244,0.12165119165512106,-0.1987208086591076
0.451,0.205,0.393,0.38435060381152,0.61564939618848,-0.05248051945440889,0.30973167687100883
0.216,0.789,0.286,0.2960478485587895,0.7039521514412104,-0.2746752590504336,-0.2929386001025513
0.308,0.577,0.919,0.9064436643519244,0.09355633564807563,-0.21179464246828342,-0.09431006517191856
0.59,0.517,0.82,0.8263159256573043,0.1736840743426956,0.06423211673209529,-0.016554658727696972
